//ホワイト時に収録されていた情報を残すため、灰色表示の部分を削除しないでください。
*太鼓の達人 ホワイトVer. の収録曲(V10.04) [#title]
-旧曲 ''459'' ＋ 新曲 ''57'' ＋ 隠し曲・ドンチャレ解禁曲・ごほうびショップ解禁曲 ''52'' − サヨナラ曲 ''89'' ＝ SIZE(20){''425''} 曲((段位道場のみプレイ可能の曲除く))
--裏譜面 ''79'' ＋ 双打 ''3'' -サヨナラ曲''18'' ＝ ''64'' 曲?

|>|>|>|>|>|>|>|CENTER:74|c
|>|>|>|>|>|>|>|''ジャンルごとの曲数''(ジャンル名を選択するとそのジャンルに移動します)|h
|BGCOLOR(cyan):~[[&color(black){%%%J-POP%%%};>#jpop]]|BGCOLOR(orange):~[[&color(black){%%%アニメ%%%};>#anime]]|BGCOLOR(darkgray):~[[&color(black){%%%ボーカロイド&#8482;曲%%%};>#vocalo]]|BGCOLOR(magenta):~[[&color(black){%%%どうよう%%%};>#doyo]]|BGCOLOR(lime):~[[&color(black){%%%バラエティ%%%};>#variety]]|BGCOLOR(gold):~[[&color(black){%%%クラシック%%%};>#classic]]|BGCOLOR(darkorchid):~[[&color(black){%%%ゲーム&br;ミュージック%%%};>#game]]|BGCOLOR(orangered):~[[&color(black){%%%ナムコ&br;オリジナル%%%};>#namco]]|
|''20'' 曲&br;(約4.9%)|''26'' 曲&br;(約6.4%)|''25'' 曲&br;(約5.9%)|''2'' 曲&br;(約0.5%)|''22'' 曲&br;(約5.2%)|''21'' 曲&br;(約4.9%)|''95'' 曲&br;(約22.4%)|''212'' 曲&br;(約49.9%)|

-[[システム詳細>ACの歴史(新筐体)#white]]
-[[アップデート履歴(ホワイト)>太鼓の達人 新筐体 アップデート履歴/ホワイト]]
-[[ドンチャレのお題(ホワイト)>過去のドンチャレのお題/ホワイト]]
-[[段位道場(ホワイト)>過去の段位道場#white]]
-[[ごほうび一覧>過去の新筐体のごほうび一覧#newacwhite]]
-[[段位・称号の一覧]]
--[[段位・称号の一覧/称号対象曲]]
-[[現収録曲>太鼓の達人 新筐体の収録曲]]

-[[太鼓の達人 ドンだー！世界一決定戦2016]]
----
**収録曲リスト [#list]
-凡例~
''新''・・・新曲~
''隠''・・・隠し曲(どんポイントや特定の称号で解禁)~
''ド''・・・ドンチャレ解禁曲(翌月1日にデフォルト化)~
''シ''・・・ごほうびショップ解禁曲~
''イベント先行''・・・イベント・キャンペーン先行解禁曲~
''日付''・・・ホワイトVer. 稼働中の追加曲(移行時除く)~
''日付サ''・・・サヨナラ曲~
''日付限定''・・・期間限定曲~
''背景が灰色(COLOR(#ccc){■})の曲・・・''現在はプレイできない楽曲~
''(S)''・・・パパママサポート対応譜面

// サヨナラになった曲は、大型アップデートが行われるまで表から削除するのはおやめください。
// 新バージョンに移行した際、前バージョンのページが作成されてから表の整理(曲順整理・サヨナラ曲削除など)を行ってください。

|>|CENTER:1||LEFT:60|>|>|>|>|CENTER:42|c
|||''Wasabi Body Blow''&br;　　SIZE(11){「鉄拳 3D プライムエディション」より}|180|[[★×3>難易度表/かんたん/Wasabi Body Blow]]|[[★×4>難易度表/ふつう/Wasabi Body Blow]]|[[★×6>難易度表/むずかしい/Wasabi Body Blow]]|[[★×9>難易度表/おに/Wasabi Body Blow]]|-|
|||''KAGEKIYO''&br;　　SIZE(11){源平討魔伝メドレー}|130※|[[★×4>難易度表/かんたん/KAGEKIYO 源平討魔伝メドレー]]|[[★×5>難易度表/ふつう/KAGEKIYO 源平討魔伝メドレー]]|[[★×7>難易度表/むずかしい/KAGEKIYO 源平討魔伝メドレー]]|[[★×8>難易度表/おに/KAGEKIYO 源平討魔伝メドレー]]|[[★×10>難易度表/おに/KAGEKIYO 源平討魔伝メドレー(裏譜面)]]&br;SIZE(10){譜面分岐}|
|||''シンフォニック ドルアーガ''|87-171※|[[★×4>難易度表/かんたん/シンフォニック　ドルアーガ]]|[[★×6>難易度表/ふつう/シンフォニック　ドルアーガ]]|[[★×7>難易度表/むずかしい/シンフォニック　ドルアーガ]]|[[★×7>難易度表/おに/シンフォニック　ドルアーガ]]|-|
|||''THE IDOLM@STER''&br;　　SIZE(11){「アイドルマスター」より}|165|[[★×3>難易度表/かんたん/THE IDOLM@STER]]|[[★×4>難易度表/ふつう/THE IDOLM@STER]]|[[★×4>難易度表/むずかしい/THE IDOLM@STER]]|[[★×8>難易度表/おに/THE IDOLM@STER]]&br;SIZE(10){譜面分岐}|[[★×8>難易度表/おに/THE IDOLM@STER(裏譜面)]]&br;SIZE(10){譜面分岐}|
|||''Thank You!''&br;　　SIZE(11){「アイドルマスター ミリオンライブ！」より}|177|[[★×3>難易度表/かんたん/Thank You!]]|[[★×4>難易度表/ふつう/Thank You!]]|[[★×5>難易度表/むずかしい/Thank You!]]|[[★×8>難易度表/おに/Thank You!]]|-|
|||''お願い！シンデレラ''&br;　　SIZE(11){「アイドルマスター シンデレラガールズ」より}|175|[[★×3>難易度表/かんたん/お願い！シンデレラ]]|[[★×4>難易度表/ふつう/お願い！シンデレラ]]|[[★×4>難易度表/むずかしい/お願い！シンデレラ]]|[[★×7>難易度表/おに/お願い！シンデレラ]]|-|
|||''Star!!''&br;　　SIZE(11){「アイドルマスター シンデレラガールズ」より}|178|[[★×3>難易度表/かんたん/Star!!]]|[[★×4>難易度表/ふつう/Star!!]]|[[★×5>難易度表/むずかしい/Star!!]]|[[★×6>難易度表/おに/Star!!]]|[[★×9>難易度表/おに/Star!!(裏譜面)]]|
|||''GOIN’!!!''&br;　　SIZE(11){「アイドルマスター シンデレラガールズ」より}|178|[[★×3>難易度表/かんたん/GOIN’!!!]]|[[★×4>難易度表/ふつう/GOIN’!!!]]|[[★×5>難易度表/むずかしい/GOIN’!!!]]|[[★×6>難易度表/おに/GOIN’!!!]]|[[★×8>難易度表/おに/GOIN’!!!(裏譜面)]]|
|||''Shine!!''&br;　　SIZE(11){「アイドルマスター シンデレラガールズ」より}|174|[[★×3>難易度表/かんたん/Shine!!]]|[[★×4>難易度表/ふつう/Shine!!]]|[[★×5>難易度表/むずかしい/Shine!!]]|[[★×6>難易度表/おに/Shine!!]]|[[★×9>難易度表/おに/Shine!!(裏譜面)]]|
|||''魔法をかけて！''&br;　　SIZE(11){「アイドルマスター」より}|150|[[★×3>難易度表/かんたん/魔法をかけて！]]|[[★×3>難易度表/ふつう/魔法をかけて！]]|[[★×4>難易度表/むずかしい/魔法をかけて！]]|[[★×7>難易度表/おに/魔法をかけて！]]|[[★×6>難易度表/おに/魔法をかけて！(裏譜面)]]|
|||''shiny smile''&br;　　SIZE(11){「アイドルマスター」より}|170※|[[★×3>難易度表/かんたん/shiny smile]]|[[★×4>難易度表/ふつう/shiny smile]]|[[★×4>難易度表/むずかしい/shiny smile]]|[[★×8>難易度表/おに/shiny smile]]|[[★×7>難易度表/おに/shiny smile(裏譜面)]]|
|||''自分REST@RT''&br;　　SIZE(11){「アイドルマスター」より}|171|[[★×3>難易度表/かんたん/自分REST@RT]]|[[★×4>難易度表/ふつう/自分REST@RT]]|[[★×4>難易度表/むずかしい/自分REST@RT]]|[[★×7>難易度表/おに/自分REST@RT]]|[[★×9>難易度表/おに/自分REST@RT(裏譜面)]]|
|||''M@STERPIECE''&br;　　SIZE(11){「アイドルマスター」より}|128※|[[★×2>難易度表/かんたん/M@STERPIECE]]|[[★×3>難易度表/ふつう/M@STERPIECE]]|[[★×4>難易度表/むずかしい/M@STERPIECE]]|[[★×6>難易度表/おに/M@STERPIECE]]|-|
|||''待ち受けプリンス''&br;　　SIZE(11){「アイドルマスター」より}|144|[[★×3>難易度表/かんたん/待ち受けプリンス]]|[[★×5>難易度表/ふつう/待ち受けプリンス]]|[[★×5>難易度表/むずかしい/待ち受けプリンス]]|[[★×9>難易度表/おに/待ち受けプリンス]]|-|
|||''ONLY MY NOTE''&br;　　SIZE(11){「アイドルマスター」より}|182|[[★×3>難易度表/かんたん/ONLY MY NOTE]]|[[★×4>難易度表/ふつう/ONLY MY NOTE]]|[[★×6>難易度表/むずかしい/ONLY MY NOTE]]|[[★×6>難易度表/おに/ONLY MY NOTE]]|-|
|||''Honey Heartbeat 〜10 Stars Mix〜''&br;　　SIZE(11){「アイドルマスター」より}|142※-284※|[[★×3>難易度表/かんたん/Honey Heartbeat 〜10 Stars Mix〜]]|[[★×4>難易度表/ふつう/Honey Heartbeat 〜10 Stars Mix〜]]|[[★×7>難易度表/むずかしい/Honey Heartbeat 〜10 Stars Mix〜]]|[[★×9>難易度表/おに/Honey Heartbeat 〜10 Stars Mix〜]]|[[★×10>難易度表/おに/Honey Heartbeat 〜10 Stars Mix〜(裏譜面)]]|
|||''きゅんっ！ヴァンパイアガール''&br;　　SIZE(11){「アイドルマスター」より}|145|[[★×3>難易度表/かんたん/きゅんっ！ヴァンパイアガール]]|[[★×3>難易度表/ふつう/きゅんっ！ヴァンパイアガール]]|[[★×3>難易度表/むずかしい/きゅんっ！ヴァンパイアガール]]|[[★×6>難易度表/おに/きゅんっ！ヴァンパイアガール]]|-|
|||''七彩ボタン''&br;　　SIZE(11){「アイドルマスター」より}|128|[[★×3>難易度表/かんたん/七彩ボタン]]|[[★×4>難易度表/ふつう/七彩ボタン]]|[[★×4>難易度表/むずかしい/七彩ボタン]]|[[★×7>難易度表/おに/七彩ボタン]]|-|
|||''SMOKY THRILL''&br;　　SIZE(11){「アイドルマスター」より}|146|[[★×4>難易度表/かんたん/SMOKY THRILL]]|[[★×5>難易度表/ふつう/SMOKY THRILL]]|[[★×6>難易度表/むずかしい/SMOKY THRILL]]|[[★×8>難易度表/おに/SMOKY THRILL]]|-|
|||''READY!!''&br;　　SIZE(11){「アイドルマスター」より}|174|[[★×3>難易度表/かんたん/READY!!]]|[[★×2>難易度表/ふつう/READY!!]]|[[★×4>難易度表/むずかしい/READY!!]]|[[★×6>難易度表/おに/READY!!]]|-|
|||''The world is all one !!''&br;　　SIZE(11){「アイドルマスター」より}|167※|[[★×3>難易度表/かんたん/The world is all one !!]]|[[★×4>難易度表/ふつう/The world is all one !!]]|[[★×4>難易度表/むずかしい/The world is all one !!]]|[[★×5>難易度表/おに/The world is all one !!]]|-|
|||''GO MY WAY!!''&br;　　SIZE(11){「アイドルマスター」より}|180※|[[★×3>難易度表/かんたん/GO MY WAY!!]]|[[★×5>難易度表/ふつう/GO MY WAY!!]]|[[★×5>難易度表/むずかしい/GO MY WAY!!]]|[[★×7>難易度表/おに/GO MY WAY!!]]&br;SIZE(10){譜面分岐}|-|
|||''キラメキラリ''&br;　　SIZE(11){「アイドルマスター」より}|180|[[★×3>難易度表/かんたん/キラメキラリ]]|[[★×6>難易度表/ふつう/キラメキラリ]]|[[★×7>難易度表/むずかしい/キラメキラリ]]|[[★×9>難易度表/おに/キラメキラリ]]|-|
|||''マジで…！？''&br;　　SIZE(11){「アイドルマスター」より}|140|[[★×3>難易度表/かんたん/マジで…！？]]|[[★×5>難易度表/ふつう/マジで…！？]]|[[★×6>難易度表/むずかしい/マジで…！？]]|[[★×8>難易度表/おに/マジで…！？]]|-|
|||''DRIVE A LIVE''&br;　　SIZE(11){「アイドルマスター　SideM」より}|140|[[★×3>難易度表/かんたん/DRIVE A LIVE]]|[[★×4>難易度表/ふつう/DRIVE A LIVE]]|[[★×5>難易度表/むずかしい/DRIVE A LIVE]]|[[★×7>難易度表/おに/DRIVE A LIVE]]|-|
|||''電車で電車でGO!GO!GO!GC! -GMT remix-''&br;　　SIZE(11){COSIO(ZUNTATA/TAITO)／沢城千春&br;　　「電車でGO!」}|134|[[★×4>難易度表/かんたん/電車で電車でGO!GO!GO!GC! -GMT remix-]]|[[★×5>難易度表/ふつう/電車で電車でGO!GO!GO!GC! -GMT remix-]]|[[★×6>難易度表/むずかしい/電車で電車でGO!GO!GO!GC! -GMT remix-]]|[[★×8>難易度表/おに/電車で電車でGO!GO!GO!GC! -GMT remix-]]|-|
|||''ファンタジーゾーン OPA-OPA! -GMT remix-''&br;　　SIZE(11){Hiro(SEGA)&br;　　「ファンタジーゾーン」}|142|[[★×4>難易度表/かんたん/ファンタジーゾーン OPA-OPA! -GMT remix-]]|[[★×6>難易度表/ふつう/ファンタジーゾーン OPA-OPA! -GMT remix-]]|[[★×7>難易度表/むずかしい/ファンタジーゾーン OPA-OPA! -GMT remix-]]|[[★×7>難易度表/おに/ファンタジーゾーン OPA-OPA! -GMT remix-]]|-|
|||''RIDGE RACER STEPS -GMT remix-''&br;　　SIZE(11){Yuji Masubuchi(BNSI)&br;　　「RIDGE RACER」}|240|[[★×4>難易度表/かんたん/RIDGE RACER STEPS -GMT remix-]]|[[★×6>難易度表/ふつう/RIDGE RACER STEPS -GMT remix-]]|[[★×7>難易度表/むずかしい/RIDGE RACER STEPS -GMT remix-]]|[[★×9>難易度表/おに/RIDGE RACER STEPS -GMT remix-]]|-|
|||''電車で電車で OPA!OPA!OPA! -GMT mashup-''&br;　　SIZE(11){Yuji Masubuchi(BNSI)&br;　　「電車でGO!」 「ファンタジーゾーン」}|134-268|[[★×4>難易度表/かんたん/電車で電車で OPA!OPA!OPA! -GMT mashup-]]|[[★×6>難易度表/ふつう/電車で電車で OPA!OPA!OPA! -GMT mashup-]]|[[★×7>難易度表/むずかしい/電車で電車で OPA!OPA!OPA! -GMT mashup-]]|[[★×8>難易度表/おに/電車で電車で OPA!OPA!OPA! -GMT mashup-]]|-|
|||''オパ！オパ！RACER -GMT mashup-''&br;　　SIZE(11){COSIO(ZUNTATA/TAITO)&br;　　「ファンタジーゾーン」 「RIDGE RACER」}|172|[[★×5>難易度表/かんたん/オパ！オパ！RACER -GMT mashup-]]|[[★×6>難易度表/ふつう/オパ！オパ！RACER -GMT mashup-]]|[[★×8>難易度表/むずかしい/オパ！オパ！RACER -GMT mashup-]]|[[★×9>難易度表/おに/オパ！オパ！RACER -GMT mashup-]]|-|
|||''リッジでリッジで GO!GO!GO! -GMT mashup-''&br;　　SIZE(11){Hiro(SEGA)&br;　　「RIDGE RACER」 「電車でGO!」}|146|[[★×4>難易度表/かんたん/リッジでリッジで GO!GO!GO! -GMT mashup-]]|[[★×6>難易度表/ふつう/リッジでリッジで GO!GO!GO! -GMT mashup-]]|[[★×7>難易度表/むずかしい/リッジでリッジで GO!GO!GO! -GMT mashup-]]|[[★×9>難易度表/おに/リッジでリッジで GO!GO!GO! -GMT mashup-]]|-|
|||''VERTeX''&br;　　SIZE(11){Hiro 「maimai」より}|237|[[★×5>難易度表/かんたん/VERTeX]]|[[★×7>難易度表/ふつう/VERTeX]]|[[★×8>難易度表/むずかしい/VERTeX]]|[[★×10>難易度表/おに/VERTeX]]|-|
|||''FUJIN Rumble''&br;　　SIZE(11){COSIO(ZUNTATA) 「グルーヴコースター」より}|192|[[★×5>難易度表/かんたん/FUJIN Rumble]]|[[★×6>難易度表/ふつう/FUJIN Rumble]]|[[★×8>難易度表/むずかしい/FUJIN Rumble]]|[[★×10>難易度表/おに/FUJIN Rumble]]|-|
|||''Scars of FAUNA''&br;　　SIZE(11){猫叉Master 「jubeat」より}|165|[[★×4>難易度表/かんたん/Scars of FAUNA]]|[[★×5>難易度表/ふつう/Scars of FAUNA]]|[[★×7>難易度表/むずかしい/Scars of FAUNA]]|[[★×9>難易度表/おに/Scars of FAUNA]]|-|
|||''Garakuta Doll Play''&br;　　SIZE(11){t+pazolite 「maimai」より}|256|[[★×4>難易度表/かんたん/Garakuta Doll Play]]|[[★×6>難易度表/ふつう/Garakuta Doll Play]]|[[★×8>難易度表/むずかしい/Garakuta Doll Play]]|[[★×9>難易度表/おに/Garakuta Doll Play]]|[[★×10>難易度表/おに/Garakuta Doll Play(裏譜面)]]|
|||''Got more raves?''&br;　　SIZE(11){E.G.G. 「グルーヴコースター」より}|266|[[★×5>難易度表/かんたん/Got more raves?]]|[[★×7>難易度表/ふつう/Got more raves?]]|[[★×8>難易度表/むずかしい/Got more raves?]]|[[★×9>難易度表/おに/Got more raves?]]|[[★×10>難易度表/おに/Got more raves?(裏譜面)]]|
|||''FLOWER''&br;　　SIZE(11){DJ YOSHITAKA 「jubeat」より}|346|[[★×5>難易度表/かんたん/FLOWER]]|[[★×7>難易度表/ふつう/FLOWER]]|[[★×8>難易度表/むずかしい/FLOWER]]|[[★×9>難易度表/おに/FLOWER]]|[[★×10>難易度表/おに/FLOWER(裏譜面)]]|
|''イベント&br;先行''((天下一音ゲ祭参加のAOU加盟店を対象（[[該当店舗リスト>http://www.otogesai.jp/informations/delivery_taiko_tatujin]]）。2016/2/23一般配信))||''夜明けまであと3秒''&br;　　SIZE(11){「シンクロニカ」より}|177-182|[[★×4>難易度表/かんたん/夜明けまであと3秒]]|[[★×5>難易度表/ふつう/夜明けまであと3秒]]|[[★×7>難易度表/むずかしい/夜明けまであと3秒]]|[[★×9>難易度表/おに/夜明けまであと3秒]]|-|
|>|>|>|>|>|>|>|>|BGCOLOR(orangered):''ナムコオリジナル''&aname(namco);|
|''16/6/2&br;ド''|''新''|''黄泉のイザナミ''|162※-172|[[★×4>難易度表/かんたん/黄泉のイザナミ]]|[[★×6>難易度表/ふつう/黄泉のイザナミ]]|[[★×7>難易度表/むずかしい/黄泉のイザナミ]]|[[★×8>難易度表/おに/黄泉のイザナミ]]|-|
|''16/5/25''|''新''|''ネテモネテモ''&br;　　SIZE(11){☆しょーじ☆ feat.ほのか&#9825;えりか}|185|[[★×3>難易度表/かんたん/ネテモネテモ]]|[[★×6>難易度表/ふつう/ネテモネテモ]]|[[★×6>難易度表/むずかしい/ネテモネテモ]]|[[★×8>難易度表/おに/ネテモネテモ]]|-|
|''16/5/25''|''新''|''ひよっこファンタジー''&br;　　SIZE(11){つよみー}|188|[[★×5>難易度表/かんたん/ひよっこファンタジー]]|[[★×6>難易度表/ふつう/ひよっこファンタジー]]|[[★×7>難易度表/むずかしい/ひよっこファンタジー]]|[[★×9>難易度表/おに/ひよっこファンタジー]]|-|
|''16/5/25''|''新''|''冷凍庫CJ 〜嗚呼面太鼓ブラザーズ〜''&br;　　SIZE(11){DJKurara}|240|[[★×5>難易度表/かんたん/冷凍庫CJ 〜嗚呼面太鼓ブラザーズ〜]]|[[★×7>難易度表/ふつう/冷凍庫CJ 〜嗚呼面太鼓ブラザーズ〜]]|[[★×8>難易度表/むずかしい/冷凍庫CJ 〜嗚呼面太鼓ブラザーズ〜]]|[[★×10>難易度表/おに/冷凍庫CJ 〜嗚呼面太鼓ブラザーズ〜]]|-|
|''16/5/25''|''新''|''アサガオ''&br;　　SIZE(11){BTB}|220|[[★×4>難易度表/かんたん/アサガオ]]|[[★×5>難易度表/ふつう/アサガオ]]|[[★×7>難易度表/むずかしい/アサガオ]]|[[★×10>難易度表/おに/アサガオ]]|-|
|''16/5/25''|''新''|''Gloria''&br;　　SIZE(11){K.Key}|222|[[★×5>難易度表/かんたん/Gloria]]|[[★×7>難易度表/ふつう/Gloria]]|[[★×7>難易度表/むずかしい/Gloria]]|[[★×10>難易度表/おに/Gloria]]|-|
|''16/4/29''|''新''|''ココロボ''&br;　　SIZE(11){Ujico*}|360|[[★×3>難易度表/かんたん/ココロボ]]|[[★×4>難易度表/ふつう/ココロボ]]|[[★×6>難易度表/むずかしい/ココロボ]]|[[★×10>難易度表/おに/ココロボ]]|-|
|''16/5/2&br;ド''|''新''|''スポーツダイジェスドン''&br; 　　SIZE(11){〜Fill in The Sky〜}|130|[[★×4>難易度表/かんたん/スポーツダイジェスドン]]|[[★×5>難易度表/ふつう/スポーツダイジェスドン]]|[[★×6>難易度表/むずかしい/スポーツダイジェスドン]]|[[★×7>難易度表/おに/スポーツダイジェスドン]]|[[★×9>難易度表/おに/スポーツダイジェスドン(裏譜面)]]|
|''16/4/2&br;ド''||''真・画竜点睛''|106-135※|[[★×4>難易度表/かんたん/真・画竜点睛]]|[[★×5>難易度表/ふつう/真・画竜点睛]]|[[★×6>難易度表/むずかしい/真・画竜点睛]]|[[★×9>難易度表/おに/真・画竜点睛]]&br;SIZE(10){譜面分岐}|[[★×9>難易度表/おに/真・画竜点睛]]&br;SIZE(10){譜面分岐}|
|''16/4/8&br;隠''((2016/6/6一般解禁))|''新''|''承認欲Q''&br;　　SIZE(11){かねこちはる feat.はぁち}|226|[[★×4>難易度表/かんたん/承認欲Q]]|[[★×6>難易度表/ふつう/承認欲Q]]|[[★×7>難易度表/むずかしい/承認欲Q]]|[[★×10>難易度表/おに/承認欲Q]]|-|
|''16/4/8&br;隠''((2016/6/6一般解禁))|''新''|''Princess of Donder''&br;　　SIZE(11){MOES feat.海保えりか}|200-210|[[★×4>難易度表/かんたん/Princess of Donder]]|[[★×5>難易度表/ふつう/Princess of Donder]]|[[★×5>難易度表/むずかしい/Princess of Donder]]|[[★×9>難易度表/おに/Princess of Donder]]|-|
|''16/4/15''|''新''|''超絶技巧系少女''&br;　　SIZE(11){ねこかぶりサイクロン(xi+ねこみりん)}|200|[[★×5>難易度表/かんたん/超絶技巧系少女]]|[[★×6>難易度表/ふつう/超絶技巧系少女]]|[[★×7>難易度表/むずかしい/超絶技巧系少女]]|[[★×10>難易度表/おに/超絶技巧系少女]]|-|
|''16/4/1''|''新''|''食らいむ！まうんとぱふぇ''&br;　　SIZE(11){unatra}|186|[[★×3>難易度表/かんたん/食らいむ！まうんとぱふぇ]]|[[★×6>難易度表/ふつう/食らいむ！まうんとぱふぇ]]|[[★×8>難易度表/むずかしい/食らいむ！まうんとぱふぇ]]|[[★×9>難易度表/おに/食らいむ！まうんとぱふぇ]]|-|
|''16/4/1''|''新''|''凛''&br;　　SIZE(11){a_hisa}|90-170|[[★×3>難易度表/かんたん/凛]]|[[★×4>難易度表/ふつう/凛]]|[[★×6>難易度表/むずかしい/凛]]|[[★×9>難易度表/おに/凛]]|-|
|''16/3/23''|''新''|''オーディオ de カッ！''&br;　　SIZE(11){音響サスペンスドラマ「オーディオ刑事」より}|142-208|[[★×4>難易度表/かんたん/オーディオ de カッ！]]|[[★×4>難易度表/ふつう/オーディオ de カッ！]]|[[★×6>難易度表/むずかしい/オーディオ de カッ！]]|[[★×9>難易度表/おに/オーディオ de カッ！]]|-|
|''16/3/23''|''新''|''私立高天原学園高校・校歌''&br;　　SIZE(11){D.watt(IOSYS) feat.Np 犬田彦＆山本椛}|188|[[★×4>難易度表/かんたん/私立高天原学園高校・校歌]]|[[★×6>難易度表/ふつう/私立高天原学園高校・校歌]]|[[★×7>難易度表/むずかしい/私立高天原学園高校・校歌]]|[[★×9>難易度表/おに/私立高天原学園高校・校歌]]|-|
|''16/3/23''|''新''|''My Muscle Heart''&br;　　SIZE(11){〜テレビ高天原系アニメ「筋肉魔法少女タケミナカタ」主題歌〜&br;　　コバヤシユウヤ(IOSYS) feat.山本椛(monotone)}|140-195|[[★×3>難易度表/かんたん/My Muscle Heart]]|[[★×4>難易度表/ふつう/My Muscle Heart]]|[[★×5>難易度表/むずかしい/My Muscle Heart]]|[[★×9>難易度表/おに/My Muscle Heart]]|-|
|''16/2/25''|''新''|''ほうかご☆マジシャン''&br;　　SIZE(11){まりんべーす}|160|[[★×4>難易度表/かんたん/ほうかご☆マジシャン]]|[[★×6>難易度表/ふつう/ほうかご☆マジシャン]]|[[★×6>難易度表/むずかしい/ほうかご☆マジシャン]]|[[★×8>難易度表/おに/ほうかご☆マジシャン]]|-|
|''16/2/18''|''新''|''Choco Chiptune.''&br;　　SIZE(11){Ancraft}|210|[[★×4>難易度表/かんたん/Choco Chiptune.]]|[[★×6>難易度表/ふつう/Choco Chiptune.]]|[[★×7>難易度表/むずかしい/Choco Chiptune.]]|[[★×8>難易度表/おに/Choco Chiptune.]]|-|
|''16/2/11''|''新''|''輝きを求めて''&br;　　SIZE(11){Versus}|80-200|[[★×5>難易度表/かんたん/輝きを求めて]]|[[★×6>難易度表/ふつう/輝きを求めて]]|[[★×6>難易度表/むずかしい/輝きを求めて]]|[[★×8>難易度表/おに/輝きを求めて]]|-|
